unique_id;name;strasse_nr;art;lieferung;fon;name_street;fon_place_id;name_place_id
46;Fadice;Havelstraße 2;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493041769345;Fadice Havelstraße 2;['ChIJPQpYq0ZWqEcRvGCY1h5aFE0'];['ChIJPQpYq0ZWqEcRvGCY1h5aFE0']
53;Café-Bar-Bistro Charlotte;Charlottenstraße 14a;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49303331000;Café-Bar-Bistro Charlotte Charlottenstraße 14a;['ChIJv2B54kZWqEcR8U2GtSpZvSE'];['ChIJv2B54kZWqEcR8U2GtSpZvSE']
54;Restaurant*Bar MeilenStein;Am Juliusturm 104;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493034623060;Restaurant*Bar MeilenStein Am Juliusturm 104;['ChIJbxGH_XchZUERTZ73JGyLZSg'];['ChIJbxGH_XchZUERTZ73JGyLZSg']
231;Taverna Telonio;Möllentordamm 1;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493084526667;Taverna Telonio Möllentordamm 1;['ChIJT2odOf9XqEcRAgXt0NOTCdg'];['ChIJT2odOf9XqEcRAgXt0NOTCdg']
67;Eli Eis Manufaktur;Carl-Schurz-Straße 35;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493028433870;Eli Eis Manufaktur Carl-Schurz-Straße 35;['ChIJE4qt_1pXqEcR_0uFu39JAoY'];['ChIJE4qt_1pXqEcR_0uFu39JAoY']
25;FandBit;Gartenfelder Straße 28;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491749593599;FandBit Gartenfelder Straße 28;['ChIJXf1tf-xRqEcRN5MsWkHJ3g4'];['ChIJuRyMAYZWqEcRmVUTH_Z8wHU']
47;catering Aleppo Al Shahba;Dahrendorfzeile 12;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4915774594558;catering Aleppo Al Shahba Dahrendorfzeile 12;['ChIJGTjXYkJRqEcR8w7JbjYax5Y'];['ChIJGTjXYkJRqEcR8w7JbjYax5Y']
1131;Gezer Fleischmanufaktur Berlin GmbH;Riedemannweg 61 bis 63;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49303446007;Gezer Fleischmanufaktur Berlin GmbH Riedemannweg 61 bis 63;['ChIJJ7RcultRqEcRZzlFaR5btDY'];['ChIJscjMi2lRqEcR3FI6dh6re1U']
961;Restaurant Stammhaus;Rohrdamm 24 B;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491636926605;Restaurant Stammhaus Rohrdamm 24 B;[];['ChIJ_fjUlcBWqEcR3W9j-PGDIak']
100;Piccolo Mondo;Reichsstraße 9;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493030102030;Piccolo Mondo Reichsstraße 9;['ChIJIQLxqSlXqEcR4VIvx2Ky9qo'];['ChIJIQLxqSlXqEcR4VIvx2Ky9qo']
818;Joes Restaurant & Wirtshaus;Theodor-Heuss-Platz 10;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49302621020;Joes Restaurant & Wirtshaus Theodor-Heuss-Platz 10;['ChIJmXldSv5QqEcRWgeqefVwkmk'];['ChIJmXldSv5QqEcRWgeqefVwkmk']
1188;Salumeria Via Vai Specialità Italiane;Reichsstraße 9;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49303047741;Salumeria Via Vai Specialità Italiane Reichsstraße 9;['ChIJBXjuBSlXqEcRCGEkyIgNY2Y'];['ChIJBXjuBSlXqEcRCGEkyIgNY2Y']
936;Mahanakhon Thai Cuisine;Reichs Straße 3;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493086458501;Mahanakhon Thai Cuisine Reichs Straße 3;['ChIJMeLkGdpXqEcR2jDpGlmh394'];['ChIJMeLkGdpXqEcR2jDpGlmh394']
1027;BLOCK HOUSE Theodor-Heuss-Platz;Theodor-Heuss-Platz 12;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49303017091;BLOCK HOUSE Theodor-Heuss-Platz Theodor-Heuss-Platz 12;['ChIJmRaE9StXqEcRJvFYj2DpxDo'];['ChIJmRaE9StXqEcRJvFYj2DpxDo']
767;Schumanns Marron;Kastanienallee 20;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493030108934;Schumanns Marron Kastanienallee 20;['ChIJ8QXBqf1XqEcRQ-tYLsIwaEc'];['ChIJ8QXBqf1XqEcRQ-tYLsIwaEc']
86;Il Cardinale;Olympische Straße 2;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491632982051;Il Cardinale Olympische Straße 2;[];['ChIJ8dDWn9hWqEcRbj6hgUsUPhI']
129;Tiroler Stuben Berlin;Heerstraße 137;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493030099466;Tiroler Stuben Berlin Heerstraße 137;['ChIJ9a1oCEBXqEcRpfcBs5P5J_Q'];['ChIJ9a1oCEBXqEcRpfcBs5P5J_Q']
295;Zur Dicken Knolle;Havelchaussee 115;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491714526707;Zur Dicken Knolle Havelchaussee 115;[];['ChIJw9qC_dBXqEcRcckgLX4PdsU']
114;Brot und Schokolade;Steifensandstraße 7;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+491782365805;Brot und Schokolade Steifensandstraße 7;['ChIJWzlyvtlQqEcRja7DLi896qc'];['ChIJWzlyvtlQqEcRja7DLi896qc']
128;Engelbecken;Witzlebenstraße 31;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49306152810;Engelbecken Witzlebenstraße 31;['ChIJ2U1SwtlQqEcRxSAPNbmVI_8'];['ChIJ2U1SwtlQqEcRxSAPNbmVI_8']
221;Andys Diner & Bar;Messedamm 10;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+491777829466;Andys Diner & Bar Messedamm 10;[];['ChIJ8-7hJLwjZUER7CK5q7W2ZuA']
340;Lenhardt;Neue Kantstraße 7;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491637971946;Lenhardt Neue Kantstraße 7;[];['ChIJl8EHq9BQqEcRxr7H_WyGrBU']
1230;Restaurant Schlossgarten;Schloßstraße 64;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4936702299;Restaurant Schlossgarten Schloßstraße 64;[];['ChIJFzdp_yVRqEcRdNaNUQEKUo4']
1239;Restaurant Die Eselin von A.;Schloßstraße 61;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49302141484;Restaurant Die Eselin von A. Schloßstraße 61;[];['ChIJbYgbw-lRqEcR2RbGG6ZJFKA']
646;Restaurant Al mundo;Horstweg 5;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491749003514;Restaurant Al mundo Horstweg 5;[];['ChIJwwnwBdhQqEcRmNhiaheYjkg']
200;Café Villa Oppenheim;Schloßstraße 55;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4915774421989;Café Villa Oppenheim Schloßstraße 55;[];['ChIJW4LvaiZRqEcR9irxQxVPRNI']
259;Opera Italiana;Spandauerdamm 5;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493034703626;Opera Italiana Spandauerdamm 5;['ChIJHxwghSVRqEcRgdEQSM9JoiE'];['ChIJHxwghSVRqEcRgdEQSM9JoiE']
1083;Gutshaus Neukladow;Neukladower Allee 9 - 12;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493025740910;Gutshaus Neukladow Neukladower Allee 9 - 12;['ChIJycvtsxBRqEcRtXr9lkMXeLE', 'ChIJ4QUuohFRqEcRdMwr4iDq4Rs', 'ChIJlWw-3hr1qEcRqLKwtEDZVoc'];['ChIJr1PtAEJYqEcRVg_pZgqZWlE']
1147;HAUS SANSSOUCI;Am Grossen Wannsee 60;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49308048484;HAUS SANSSOUCI Am Grossen Wannsee 60;[];['ChIJVX-Ac_pYqEcR8pMoiTL5l9w']
487;Wirtshaus Halali;Königstraße 24;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49308053125;Wirtshaus Halali Königstraße 24;['ChIJhbXao8JYqEcRCKdRTPiZUJg', 'ChIJDW9fVIxQqEcRqtKTPrGRFDw'];['ChIJhbXao8JYqEcRCKdRTPiZUJg']
1106;König 19 Feinkost;Königstraße 40;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49308055055;König 19 Feinkost Königstraße 40;['ChIJNeEdCsFYqEcRhWE37xFKw_Y'];['ChIJNeEdCsFYqEcRhWE37xFKw_Y']
331;Restaurant Santalucia;Alsenstraße 17;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491739756800;Restaurant Santalucia Alsenstraße 17;[];[]
169;Das ClubRestaurant;Am Großen Wannsee 22/26;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4917623203703;Das ClubRestaurant Am Großen Wannsee 22/26;[];['ChIJT43jv-VYqEcRoRavY8vAPy0']
10;Weinmagasin;Breisgauer Straße 11;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49308021100;Weinmagasin Breisgauer Straße 11;['ChIJh_Gt5J5ZqEcR9gW_1s3LuVQ'];['ChIJh_Gt5J5ZqEcR9gW_1s3LuVQ']
745;Brisgavi;Breisgauer Straße 1-3;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491715492551;Brisgavi Breisgauer Straße 1-3;[];['ChIJ-0t7MZ9ZqEcRJlKrFf4JUe4']
407;Adria Grill;Potsdamer Chaussee 36 d;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4916094965990;Adria Grill Potsdamer Chaussee 36 d;[];['ChIJnV-g7XJZqEcRNVp--Rum2tg']
143;Cafe Schlacht;Breisgauerstraße 2;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493062201517;Cafe Schlacht Breisgauerstraße 2;['ChIJidKZOZ9ZqEcRTyVi57NyG2g'];['ChIJidKZOZ9ZqEcRTyVi57NyG2g']
688;Taverne Pikilia;Spanische Allee 72;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493080588207;Taverne Pikilia Spanische Allee 72;['ChIJsfRXRnVZqEcR-0OXBFokU5E'];['ChIJsfRXRnVZqEcR-0OXBFokU5E']
212;Wirtshaus an der Rehwiese;Matterhornstraße 101;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493080403062;Wirtshaus an der Rehwiese Matterhornstraße 101;['ChIJb4UJPQpZqEcRj2gQiVRC0w0'];['ChIJb4UJPQpZqEcRj2gQiVRC0w0']
531;Wirtshaus Zehlendorfer Hof;Potsdamer Straße 25;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493084722979;Wirtshaus Zehlendorfer Hof Potsdamer Straße 25;['ChIJM7U_mitaqEcRTovqfZ8673M'];['ChIJM7U_mitaqEcRTovqfZ8673M']
1190;Thai Cuisine Berlin Zehlendorf;Teltower Damm 49;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493088669150;Thai Cuisine Berlin Zehlendorf Teltower Damm 49;['ChIJAfotSjNaqEcRvbD_deyPaUw'];['ChIJAfotSjNaqEcRvbD_deyPaUw']
57;Casino Goerzwerk c/o farkas CATERING GmbH;Goerzallee 299;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4917655571942;Casino Goerzwerk c/o farkas CATERING GmbH Goerzallee 299;['ChIJX8mhyntZqEcRKTFoMAIlXgQ'];['ChIJX8mhyntZqEcRKTFoMAIlXgQ', 'ChIJ61DJPq9bqEcRAjFl7rbpxc4']
893;Der Kretaner;Riemeisterstarße 129;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4917610434348;Der Kretaner Riemeisterstarße 129;[];[]
1026;BLOCK HOUSE Zehlendorf;Teltower Damm 36;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493080903916;BLOCK HOUSE Zehlendorf Teltower Damm 36;['ChIJLUlfGDNaqEcRAfxsdYJXw-k'];['ChIJLUlfGDNaqEcRAfxsdYJXw-k']
862;Gustav Grün;Teltower Damm 33;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+491631382133;Gustav Grün Teltower Damm 33;[];['ChIJMccGqsZbqEcRiogDqa-AtmQ']
354;Burgerzimmer XII;Berliner Straße 8A;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493081814119;Burgerzimmer XII Berliner Straße 8A;['ChIJgW0IEPxbqEcRpFkpc9Sh7Go'];['ChIJgW0IEPxbqEcRpFkpc9Sh7Go']
265;da YVONNE Trattoria Toscana;Hubertusallee 48;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493089540715;da YVONNE Trattoria Toscana Hubertusallee 48;['ChIJ0_SukblQqEcRKkJOjlMraUY'];['ChIJ0_SukblQqEcRKkJOjlMraUY']
96;Gastronomie Hagn im TC 1899 Blau Weiss;Waldmeisterstraße 10 -20;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493082718007;Gastronomie Hagn im TC 1899 Blau Weiss Waldmeisterstraße 10 -20;['ChIJhZQwgW1RqEcR5LTaVtbJzAo'];['ChIJhZQwgW1RqEcR5LTaVtbJzAo']
865;St.-Michaels-Restaurant;Bismarckallee 23;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493089688680;St.-Michaels-Restaurant Bismarckallee 23;['ChIJ7xaKwbZQqEcRARYrXYsgVbA'];['ChIJ7xaKwbZQqEcRIJH-ydfCpkg']
178;BUONODORO;Königin Luise Straße 71;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4917643644548;BUONODORO Königin Luise Straße 71;[];['ChIJCT2ywk5bqEcRccd2imwQN0E']
185;Machiavelli am Roseneck;Clayallee 1;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493053157176;Machiavelli am Roseneck Clayallee 1;['ChIJCal7aqZQqEcRS-dBiQO5RpY'];['ChIJCal7aqZQqEcRS-dBiQO5RpY']
317;Amit ismailji;Clayallee 1;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493053157176;Amit ismailji Clayallee 1;['ChIJCal7aqZQqEcRS-dBiQO5RpY'];['ChIJE46HaqZQqEcRYuVuLAle9Ps']
1091;Domäne Dahlem;Königin-Luise-Straße 49;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493066630019;Domäne Dahlem Königin-Luise-Straße 49;[];['ChIJETkp821aqEcRlpJVRUacYZc']
1020;Alter Krug Dahlem;Königin-Luise-Straße 52;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49308327000;Alter Krug Dahlem Königin-Luise-Straße 52;['ChIJ4YvLwaokZUER46o5UTx0AY8'];['ChIJ4YvLwaokZUER46o5UTx0AY8']
149;Restaurant Pastis GmbH;Rüdesheimerstraße 9;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493081055769;Restaurant Pastis GmbH Rüdesheimerstraße 9;['ChIJn5hgsIZQqEcRWl0AZQV5MoA'];['ChIJn5hgsIZQqEcRWl0AZQV5MoA']
1120;Vale Un Peccato;Assmannshauser Straße 26;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493082705275;Vale Un Peccato Assmannshauser Straße 26;['ChIJR0Vaeo9QqEcRbUSmKilIDBQ'];['ChIJR0Vaeo9QqEcRbUSmKilIDBQ']
303;Trattoria La Passione;Hundekehle Straße 38;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493081056923;Trattoria La Passione Hundekehle Straße 38;['ChIJZWnxJ71RqEcRVRxUBWBZINU'];['ChIJZWnxJ71RqEcRVRxUBWBZINU']
135;Ristorante Marcone;Berkaer Straße;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4915738816632;Ristorante Marcone Berkaer Straße;['ChIJ7bwFxUtXqEcRrssL6J-Yg7c'];['ChIJg7WkpaNQqEcRdSYxC9U-fG0']
