;name;city;bezirk;street_nr;lat;lng;types;business_status;price_level;rating;user_ratings_total
ChIJj4C73qdRqEcRUBPH6sXe-rY;Hako Ramen Prenzlauer Berg;Berlin;Bezirk Pankow;Kastanienallee 16;52.538508;13.40932;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.1;401
ChIJB-CkjP9RqEcRITyvgp5re2E;Meena Kumari;Berlin;Bezirk Pankow;Lychener Straße 9;52.54150550000001;13.4148501;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;431
ChIJA3KAjP9RqEcRYpXdEyxV5Uo;Indisches Catering Berlin;Berlin;Bezirk Pankow;Lychener Straße 9;52.54105149999999;13.4143214;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.6;10
ChIJFeqgHQNSqEcROmf9BQqthag;Meta Restaurant;Berlin;Bezirk Pankow;Am Falkplatz 1;52.5458611;13.406075;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;484
ChIJ37g3F_9NqEcR_xu_n9ULo08;Café Datscha Prenzlauer Berg;Berlin;Bezirk Pankow;Stargarder Straße 24;52.54502489999999;13.4212871;['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;2;4.3;732
ChIJBdL_ng1RqEcR06jtU4KvYyQ;HOLY FLAT!;Berlin;Bezirk Pankow;Eberswalder Straße 22;52.5409733;13.4111299;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.6;109
ChIJXfoTFf9RqEcRVdM0x8ae0JY;HOLY FLAT;Berlin;Bezirk Pankow;Eberswalder Straße 22;52.540904;13.4109774;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJMag-swBSqEcR1eUBrFfn-W0;Blackbeards;Berlin;Bezirk Pankow;Pappelallee 55;52.54688280000001;13.4182747;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.4;774
ChIJb6BuMqdTqEcRgkLp424Llfo;Antichi Aromi Trattoria Pizzeria;Berlin;Bezirk Pankow;Greifenhagener Straße 38;52.5520264;13.418856;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.7;144
ChIJ4d1PzP9NqEcRyqAqza4K6NY;Die Vetzgerei GmbH;Berlin;Bezirk Pankow;Raumerstraße 36;52.5420316;13.4209243;['food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.7;90
ChIJ07hx2gFSqEcR-H0iMVOy6BI;Burgerie;Berlin;Bezirk Pankow;Schönhauser Allee 50;52.542506;13.412613;['restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;2;4.3;828
ChIJn-ji_r1NqEcRwcmnb6K9pXk;Café + Bar MOLOKO BERLIN;Berlin;Bezirk Pankow;Lettestraße 6a;52.54363420000001;13.4189167;['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;135
ChIJ9Q0C_oRRqEcRDkNZH1OIj7E;Schust - Restaurant;Berlin;Bezirk Pankow;Eberswalder Straße 34;52.54147029999999;13.4093767;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.8;65
ChIJqa8_eQRSqEcRxUYVwl7g5GQ;La Buvette;Berlin;Bezirk Pankow;Gleimstraße 41;52.5474791;13.4091012;['liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.6;325
ChIJ3_mhIl1RqEcRox4hM9CgT1Q;Der Fischladen;Berlin;Bezirk Pankow;Schönhauser Allee 128;52.5459842;13.4124555;['restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.5;626
ChIJ15aXZgFSqEcRM8ekQxGerf0;Thomas Forcher;Berlin;Bezirk Pankow;Schönhauser Allee 128;52.5460016;13.4122053;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJAQCQZgFSqEcRXytaoPeZm0o;Markthalle Berlin;Berlin;Bezirk Pankow;Schönhauser Allee 128;52.5460207;13.4120856;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJ3cBD4_5NqEcRSarsY9-reDo;Thüringer Stuben;Berlin;Bezirk Pankow;Stargarder Straße 28;52.54440109999999;13.4226731;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;428
ChIJ5WJqlARSqEcRFs9nV4DQ6Uc;Die Hütte Pizzeria (Pizzahütte);Berlin;Bezirk Pankow;Kopenhagener Straße 17;52.5492171;13.4076139;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;3.9;59
ChIJs4s4FP5NqEcRX53AsKWLC1g;Trattoria Zoe;Berlin;Bezirk Pankow;Senefelderstraße 10;52.5420842;13.4232468;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;532
ChIJTbAOBABSqEcRD-cP31BLmr8;Ushido;Berlin;Bezirk Pankow;Lychener Straße 18;52.54222679999999;13.4162567;['restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;4;4.7;921
ChIJsXyGewBSqEcRNDyiAkGRl1g;Trattoria Felice Restaurant Bar Café;Berlin;Bezirk Pankow;Lychener Straße 41;52.5439491;13.4175574;['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;531
ChIJicnjegBSqEcRTP8lIjDUexE;Café ImNu;Berlin;Bezirk Pankow;Lychener Straße 41;52.5438948;13.417413;['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.3;217
ChIJoWBGBAZSqEcRZZGUc3upP2g;GioMecca Pastry;Berlin;Bezirk Pankow;Erich-Weinert-Straße 3;52.5520876;13.4151357;['bakery', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.8;112
ChIJu4YcYhpSqEcRcGhp8q9eKbM;Seth & Fathe Indische & Pakistanische Spezialitäten;Berlin;Bezirk Pankow;Malmöer Straße 13;52.5531295;13.4032341;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;3.9;106
ChIJu19RZnNRqEcRzB9hucWHot8;George R;Berlin;Mitte;Wilhelmshavener Straße 57;52.53027779999999;13.3411111;['bar', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;253
ChIJq_UYjjNRqEcRZaOHWYNGaBw;Burger Turm;Berlin;Mitte;Turmstraße 49;52.5272259;13.3325671;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.7;1649
ChIJi1Aqo3JRqEcRWoxN7JnWEZc;Nord-West Oase;Berlin;Mitte;Wiclefstraße 17;52.5306697;13.3351494;['bar', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.3;109
ChIJETXn6gxRqEcRqPm68igQEpg;Zunftwirtschaft;Berlin;Mitte;Arminiusstraße 2-4;52.5274808;13.3382989;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.4;56
ChIJ9fc8fxFRqEcRMwkzsTU2yRU;Restaurant Agni;Berlin;Mitte;Kaiserin-Augusta-Allee 1;52.5245962;13.3271798;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;412
ChIJjaul63JZqEcRF6R8Rn-9KlE;Havel-Menü;Berlin;Mitte;Neues Ufer 13;52.52714839999999;13.3158539;['meal_delivery', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;5;28
ChIJi6jL8AtRqEcR15QB16sJSYk;Restaurant Walhalla;Berlin;Mitte;Krefelder Straße 6;52.5242599;13.3393541;['bar', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.3;839
ChIJVVXF9RFRqEcRa7tL6AB4rjU;YA MAN Caribbean Soulfood;Berlin;Mitte;Gotzkowskystraße 17;52.5244198;13.3296159;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;230
ChIJ6bQo-hFRqEcRBEJNC3_WuBU;Lal Haweli;Berlin;Mitte;Alt-Moabit 51;52.524073;13.3299948;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.1;405
ChIJUautsiVRqEcRtqrHmA3Lbmw;Galija am Schloss;Berlin;Bezirk Charlottenburg-Wilmersdorf;Otto-Suhr-Allee 139;52.5187795;13.3012733;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;599
ChIJUautsiVRqEcRdJjZx9OWyHs;KATE Gastronomie UG (haftungsbeschränkt);Berlin;Bezirk Charlottenburg-Wilmersdorf;Otto-Suhr-Allee 139;52.5187436;13.3013667;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJz_uenVVRqEcRP41coq6bJEc;Trattoria Rathaus Piazza;Berlin;Bezirk Charlottenburg-Wilmersdorf;Otto-Suhr-Allee 96;52.51694669999999;13.3090419;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;443
ChIJe3K7BohRqEcRZDnfzTBgITs;Café Kunst Genuss;Berlin;Bezirk Charlottenburg-Wilmersdorf;Fritschestraße 68;52.5122082;13.3000527;['art_gallery', 'point_of_interest', 'establishment'];OPERATIONAL;;5;12
ChIJDWxz3CZRqEcRXGDatkETSXw;Kien-Du-Kiang-Thong;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kaiser-Friedrich-Straße 89;52.5145817;13.30134;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;108
ChIJP5Xg2z1RqEcR-2M8QJVWOJY;Kantine im Atrium;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kaiserin-Augusta-Allee 31;52.5259371;13.3142107;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;3.9;142
ChIJd8T8hzpRqEcR3eXU5fkP4fo;Thamm Catering;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kaiserin-Augusta-Allee 31;52.5259789;13.3144293;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.5;13
ChIJNT5IvDpRqEcR_BhAJaTTmys;Kim-Thanh;Berlin;Bezirk Charlottenburg-Wilmersdorf;Tauroggener Straße 3;52.52352750000001;13.3010905;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJe3fkvDpRqEcRBaPsjuOF4mk;Nguyên Imbiss;Berlin;Bezirk Charlottenburg-Wilmersdorf;Tauroggener Straße 3;52.523512;13.3011416;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.3;77
ChIJ90kGUh1RqEcRhV-0LaaiekI;Philomenis Greek Delicious Berlin;Berlin;Bezirk Charlottenburg-Wilmersdorf;Knesebeckstraße 97;52.5096392;13.3232815;['food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.2;54
ChIJx5A0vPxQqEcRk85VkfQ1oik;Koshary Lux;Berlin;Bezirk Charlottenburg-Wilmersdorf;Grolmanstraße 27;52.50460469999999;13.3230906;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;797
ChIJF4g8lf1QqEcR84EtdV4KUgE;Trattoria Café Tatou;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kantstraße 16;52.50580249999999;13.3263015;['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;1;4.2;143
ChIJb6AiJv1QqEcRQuhkF6bzTIg;Dicke Wirtin;Berlin;Bezirk Charlottenburg-Wilmersdorf;Carmerstraße 9;52.506516;13.323556;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;2899
ChIJsdOqTQxRqEcRhj1prfLTfBY;Good Friends;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kantstraße 30;52.50631869999999;13.317906;['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;3.9;51
ChIJySmR6OJQqEcRicbXnpuvr44;Kitchen Library;Berlin;Bezirk Charlottenburg-Wilmersdorf;Bleibtreustraße 55;52.5072743;13.3205244;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.7;102
ChIJ6Y9sO3NRqEcRJn-p9cplfNw;La Bocca di Culaccino;Berlin;Bezirk Charlottenburg-Wilmersdorf;Knesebeckstraße 99a;52.510059;13.3233782;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.2;38
ChIJQw2cO_xQqEcRmm3f36gHsBY;Romero;Berlin;Bezirk Charlottenburg-Wilmersdorf;Fasanenstraße 81A;52.5047699;13.32798;['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.2;714
ChIJQw2cO_xQqEcRZ6F2mG0SkTI;Cafe art Vahap Akpolat;Berlin;Bezirk Charlottenburg-Wilmersdorf;Fasanenstraße 81A;52.5047699;13.32798;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;;0
ChIJQxeiHVZQqEcRg0WpE5Opt08;La Piazza Mario Due GmbH;Berlin;Bezirk Charlottenburg-Wilmersdorf;Augsburger Straße 25;52.5012973;13.3353642;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJYVzO0eJQqEcR1CAoCRnCueo;Ashoka;Berlin;Bezirk Charlottenburg-Wilmersdorf;Grolmanstraße 51;52.5071057;13.3218361;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.1;421
ChIJwUF4j-JQqEcRkgvvBS7SqhI;Ajanta Restaurant;Berlin;Bezirk Charlottenburg-Wilmersdorf;Grolmanstraße 15;52.5084453;13.3199594;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.2;234
ChIJ_-Br3OJQqEcRYSIeb9C1T64;Reisebüro Jet on travels;Berlin;Bezirk Charlottenburg-Wilmersdorf;Grolmanstraße 22;52.5070288;13.3212607;['travel_agency', 'point_of_interest', 'establishment'];OPERATIONAL;;3.7;7
ChIJB_q4QR1RqEcRwrVYkC6fQ58;Manjurani;Berlin;Bezirk Charlottenburg-Wilmersdorf;Knesebeckstraße 4;52.51017270000001;13.3227608;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4;387
ChIJBUVXPv5QqEcRGlvQnGYFiUg;McDonald's;Bezirk Charlottenburg-Wilmersdorf;Hardenbergplatz;11 Bahnhof Zoo;52.5070151;13.332541;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.7;4131
ChIJwZePTvxQqEcRqc_BrpiJGfU;Ottenthal;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kantstraße 153;52.5053972;13.326917;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;595
ChIJR7U0JP1QqEcRDSBQWTzOjPQ;Die Stulle;Berlin;Bezirk Charlottenburg-Wilmersdorf;Carmerstraße 10;52.5066335;13.3236872;['restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;2;4.5;681
ChIJRQTOp-RQqEcRhkybSua9CMY;Ali Baba;Berlin;Bezirk Charlottenburg-Wilmersdorf;Bleibtreustraße 45;52.5039826;13.3200244;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.3;1320
ChIJ6cr-PfxQqEcRzvNqXmHPRjo;Thai Restaurant Elephant;Berlin;Bezirk Charlottenburg-Wilmersdorf;Fasanenstraße 15;52.5044759;13.3274366;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;431
ChIJa11fFfxQqEcRNJFwSuL3d3Q;Suriyothai;Berlin;Bezirk Charlottenburg-Wilmersdorf;Fasanenstraße 15;52.50445599999999;13.327226;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJ87nI3-BQqEcRidBeWPIEENY;papaya in der kantstrasse / papaya zaep zaep;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kantstraße 122;52.506308;13.310465;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;769
ChIJw57zPR5RqEcRuxsSS1Ga3xM;Leibniz Cafe`;Berlin;Bezirk Charlottenburg-Wilmersdorf;Leibnizstraße 17;52.5108962;13.3147999;['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.7;23
ChIJldPDf5VRqEcRypDTENyoMhk;Ngo Kim Pak;Berlin;Bezirk Charlottenburg-Wilmersdorf;Schlüterstraße 22-23;52.50582999999999;13.31708;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.3;186
ChIJc4rJquFQqEcRv4FLweuqOkg;Biscotti;Berlin;Bezirk Charlottenburg-Wilmersdorf;Pestalozzistraße 88;52.5077267;13.3114275;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.6;106
ChIJJ1rIsstPqEcR6I5njBvubK0;RƎƎHAM COFFƎƎ;Berlin;Bezirk Charlottenburg-Wilmersdorf;Schlüterstraße 12;52.5087981;13.3175814;['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;1;4.6;211
ChIJ_xW4NjtRqEcRxwb640b0dDI;Lampang House Berlin;Berlin;Bezirk Charlottenburg-Wilmersdorf;Pestalozzistraße 45;52.50811239999999;13.3010049;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.4;27
ChIJY9noQ6JRqEcReUlN34gUSaE;Allgäuer Würstlestand;Berlin;Berlin;Bezirk Charlottenburg-Wilmersdorf Karl-August-Platz;52.50850209999999;13.3097608;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;5;4
ChIJl4yRmeBQqEcRJ038cgJlcBA;Vadoli;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kantstraße 55;52.50679840000001;13.308008;['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.2;596
ChIJVVVJrcFRqEcR0VPTPeEM1IQ;Spagettini;Berlin;Mitte;Luisenstraße 40;52.52207019999999;13.3802789;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJjydLYNlQqEcROzeXcmIZxm4;soopri.;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kantstraße 87;52.5066595;13.2969405;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.6;59
ChIJMQeLKN5QqEcRzR0sdi6lJjY;Jim Block Wilmersdorfer;Berlin;Bezirk Charlottenburg-Wilmersdorf;Wilmersdorfer Straße 115-118;52.50733899999999;13.3067381;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;1393
ChIJK0CW8eNQqEcRSAtDt3wuewM;Luigi's Catering Service;Berlin;Bezirk Charlottenburg-Wilmersdorf;Wielandstraße 9;52.505004;13.3153921;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;5;1
ChIJs4_Gjt1QqEcRqdONA9wDYsM;San Giorgio;Berlin;Bezirk Charlottenburg-Wilmersdorf;Mommsenstraße 36;52.5038271;13.3050207;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.6;118
ChIJbTzO0uVQqEcR1jy2cDBj7SI;Samos;Berlin;Bezirk Charlottenburg-Wilmersdorf;Leibnizstraße 56;52.5017801;13.3130099;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;730
ChIJJ7SIBL0jZUEReAPla7NZSC0;Cucina Comoda;Berlin;Bezirk Charlottenburg-Wilmersdorf;Wielandstraße 11;52.5044696;13.3153838;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;158
ChIJ3xmvfedQqEcR0vEFu4ewQQc;Salhino Georgisches Restaurant;Berlin;Bezirk Charlottenburg-Wilmersdorf;Waitzstraße 1;52.50334549999999;13.3054309;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;422
ChIJ9ccFU_tQqEcRfWlTOgu2OzI;Einhorn;Berlin;Bezirk Charlottenburg-Wilmersdorf;Mommsenstraße 2;52.50298899999999;13.3208499;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;41
ChIJz6NPsudQqEcRiiN7zuoS0u4;Frau Behrens Torten;Berlin;Bezirk Charlottenburg-Wilmersdorf;Wilmersdorfer Straße 96;52.5017775;13.3080107;['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.3;533
ChIJmYSqzidQqEcRqmwSWz_BOEA;Frau Behrens Torten;Berlin;Bezirk Friedrichshain-Kreuzberg;Bergmannstraße 3;52.48982150000001;13.3879161;['bakery', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.3;182
ChIJawzUcnpQqEcRbdZiMJQg-_A;Frau Behrens Torten Friedenau;Berlin;Bezirk Tempelhof-Schöneberg;Dickhardtstraße 1;52.4711315;13.3352019;['cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;262
ChIJvzYbfuNQqEcR08rQEEOvfxk;NU RESTAURANT;Berlin;Bezirk Charlottenburg-Wilmersdorf;Schlüterstraße 55;52.5043833;13.3176;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;666
ChIJ48RcU-VRqEcR5vmfqGFxRLM;Christopher's;Berlin;Bezirk Charlottenburg-Wilmersdorf;Mommsenstraße 63;52.5029311;13.3163225;['restaurant', 'bar', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;3;4.6;175
ChIJFwMFQN1QqEcRwkulxXFy-2Q;Nußbaumerin;Berlin;Bezirk Charlottenburg-Wilmersdorf;Leibnizstraße 55;52.5013934;13.3128854;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;3;4.7;337
ChIJG_KD-TxRqEcRpeu0WzFkMpg;GOHAN;Berlin;Bezirk Charlottenburg-Wilmersdorf;Wilmersdorfer Straße 70;52.5042318;13.3071309;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.9;19
ChIJ80LLUu9QqEcR5OKoBF1sv5M;Restaurant bass;Berlin;Bezirk Charlottenburg-Wilmersdorf;Xantener Straße 9;52.4990069;13.3110365;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;130
ChIJf4cV5eVQqEcRjSpYtMoP1Hs;Subway;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kurfürstendamm 180;52.5001245;13.3119458;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.8;743
ChIJDa7Qk-VQqEcRBoMfDO5ass4;La Gioconda;Berlin;Bezirk Charlottenburg-Wilmersdorf;Olivaer Platz 16;52.4999333;13.3140565;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;240
ChIJxxHclcJQqEcRW3QxkHp9V0Y;Francucci - Ristorante Dal 1962;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kurfürstendamm 90;52.49928979999999;13.301605;['grocery_or_supermarket', 'meal_takeaway', 'cafe', 'bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;3;4.2;619
ChIJ7dILBcNQqEcRGR1eR_iziD8;Restaurant Tugra;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kurfürstendamm 96;52.49870000000001;13.298655;['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;610
ChIJhar0cOhQqEcR8M_aSc0Rv_g;BLOCK HOUSE Am Adenauerplatz;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kurfürstendamm 161a;52.4996342;13.3066648;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;1789
ChIJd3Iqc8ZQqEcRBIMjux5dYM8;Dos;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kurfürstendamm 129B;52.4966241;13.291438;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;552
ChIJPYcLH8RQqEcR8RC4CspLVRs;Tavernetta Azara;Berlin;Bezirk Charlottenburg-Wilmersdorf;Westfälische Straße 51;52.496492;13.2925903;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.8;92
ChIJ5Rv0TvJQqEcR5c_O5sfoO8I;Zum Hax'nwirt;Berlin;Bezirk Charlottenburg-Wilmersdorf;Hohenzollerndamm 185;52.4914288;13.3181214;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;470
ChIJDfydvIxQqEcRM_HHzHd8EHw;Emi Backshop;Berlin;Bezirk Charlottenburg-Wilmersdorf;Berliner Straße 42A;52.4866146;13.3194651;['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.8;13
ChIJDdWPNfNQqEcRc0gnoKag6zU;Bahadur;Berlin;Bezirk Charlottenburg-Wilmersdorf;Sigmaringer Straße 36;52.4878977;13.3192648;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;605
ChIJaVGI3qlRqEcR3ox9Pdw0gV4;Wilma Restaurant & Sportsdiner;Berlin;Bezirk Charlottenburg-Wilmersdorf;Straße am Schoelerpark 39;52.4842132;13.322206;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.8;38
ChIJw_2qswdRqEcRPzDcgzNiCxY;Noi Due;Berlin;Bezirk Charlottenburg-Wilmersdorf;Badensche Straße 33;52.4860453;13.329142;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.4;60
ChIJ4xP-KopQqEcRjdeoLco1CiM;Restaurant Berliner Hof;Berlin;Bezirk Charlottenburg-Wilmersdorf;Hildegardstraße 14;52.4819388;13.3225588;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;561
ChIJYQPiRvRQqEcRinAgkfIr-ow;Chuchichäschtli - Kleiner Küchenschrank;Berlin;Bezirk Charlottenburg-Wilmersdorf;Holsteinische Straße 19;52.49100740000001;13.3250591;['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.8;93
ChIJ_5tBOPRQqEcRZdPhKpkGqA4;Kamfa Feinkost GmbH;Berlin;Bezirk Charlottenburg-Wilmersdorf;Holsteinische Straße 19;52.49100740000001;13.3250591;['point_of_interest', 'store', 'establishment'];CLOSED_TEMPORARILY;;;0
ChIJT3AsE_NQqEcR9gbwqJX9vSc;Salumeria Veneto;Berlin;Bezirk Charlottenburg-Wilmersdorf;Fechnerstraße 30;52.4894014;13.319843;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;185
ChIJ-Qw9U_FQqEcRGzDrQvhVIx8;Amberd;Berlin;Bezirk Charlottenburg-Wilmersdorf;Uhlandstraße 67;52.4929567;13.32324;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;146
ChIJC1IU9vxQqEcRQPmIqO10IT8;KLEIN CONSULTING;Berlin;Bezirk Charlottenburg-Wilmersdorf;Uhlandstraße 14;52.50507959999999;13.3254005;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJE-qVNfZRqEcR9M5pqiHyZnM;IMOGTI COFFEE, TEA & CLOUDS;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kurfürstendamm 22;52.50490809999999;13.3295492;['cafe', 'food', 'point_of_interest', 'establishment'];CLOSED_PERMANENTLY;;4.6;45
ChIJ___Pb49HqEcR_dKS54ghWWw;IMOGTI GmbH;Berlin;Bezirk Treptow-Köpenick;Kablower Weg 89;52.4034939;13.5855135;['point_of_interest', 'establishment'];OPERATIONAL;;4;3
