;name;city;bezirk;street_nr;lat;lng;types;business_status;price_level;rating;user_ratings_total
ChIJ8Usso7RPqEcRWM6jtBzsVQo;Restaurant Bastard - Lockdown again 🥲;Berlin;Bezirk Friedrichshain-Kreuzberg;Reichenberger Straße 122;52.49534999999999;13.43189;['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.4;844
ChIJI6J4YTVOqEcRpEb0fpnAQ3w;Miss Saigon Restaurant;Berlin;Bezirk Friedrichshain-Kreuzberg;Skalitzer Straße 38;52.4987214;13.4265186;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.4;847
ChIJ53sPfKFPqEcR2YoRxw94yBw;Cafe Rix;Berlin;Bezirk Neukölln;Karl-Marx-Straße 141;52.47698159999999;13.439261;['restaurant', 'meal_takeaway', 'cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.2;502
ChIJyaJmgJ9PqEcRmFMyFfFqJGQ;balera Weinhandlung;Berlin;Bezirk Neukölln;Karl-Marx-Platz 6;52.473589;13.4417472;['bar', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.5;65
ChIJ__8vlTdOqEcRL5qUPL8v5Gc;PR Chef´s Service;Berlin;Bezirk Friedrichshain-Kreuzberg;Köpenicker Straße 145;52.5065146;13.4286218;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJdfbVz6lPqEcRlFgfrThRZrg;Trattoria Vigata;Berlin;Bezirk Neukölln;Innstraße 47;52.483219;13.446782;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.4;136
ChIJ9ffdWahPqEcRhBcRYStdP8A;CRAZY BASTARD KITCHEN;Berlin;Bezirk Neukölln;Weserstr. 168;52.483585;13.440777;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.7;139
ChIJXVnQ2W8jZUERxKw4SbZfde8;Café Tschüsch;Berlin;Bezirk Neukölln;Fuldastraße 12;52.484103;13.436534;['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;220
ChIJUYaM0LVPqEcRn4lzNsb2sNA;Amore Store;Berlin;Bezirk Neukölln;Sanderstraße 12;52.4924021;13.4263757;['grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.5;28
ChIJlQ0yd2JQqEcREMf7Y-d-Nco;Pan Africa;Berlin;Bezirk Neukölln;Kirchhofstraße 41;52.4723771;13.442773;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.1;216
ChIJ6WHKSLRPqEcR64C_aSeiVYM;Aapka - Indian Restaurant Berlin;Berlin;Bezirk Neukölln;Maybachufer 23;52.493252;13.428404;['meal_takeaway', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4;510
ChIJ_1EXGRtPqEcRbI5BkLH40XM;Thai Massage für Frauen;Berlin;Bezirk Neukölln;Pannierstraße 56;52.48721809999999;13.4305643;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJzXFVQhdPqEcR8fn-60rkmr0;TEAS & TREES;Berlin;Bezirk Neukölln;Pannierstraße 56;52.48721620000001;13.4305756;['point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.6;10
ChIJubzbZZZPqEcRI1YDmJuY9Is;Café Kanel;Berlin;Bezirk Neukölln;Schillerpromenade 25;52.4735859;13.423348;['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.5;132
ChIJ17uJN75PqEcRKVO6yDVtNog;La Pecora Nera;Berlin;Bezirk Neukölln;Herrfurthplatz 6;52.47722219999999;13.4211111;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;329
ChIJRxDwhb1PqEcRaEOo7zWvtkk;m|a - feine Kost;Berlin;Bezirk Neukölln;Kienitzer Straße 93;52.47583729999999;13.4261476;['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.9;90
ChIJldN_tzxPqEcRi2oU429bekA;Pomeranze;Berlin;Bezirk Neukölln;Leinestraße 48;52.4729829;13.4253155;['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.9;76
ChIJw_7Px55PqEcRkZoHHLA_UBM;Nini e Pettirosso;Berlin;Bezirk Neukölln;Selkestraße 27;52.47026529999999;13.4369324;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.3;583
ChIJ96uvuZ5PqEcRCSp7wVlVRpA;Bar Amalia;Berlin;Bezirk Neukölln;Nogatstraße 6;52.47007659999999;13.4367729;['bar', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;86
ChIJx_0fypBPqEcR5odMNUDq8kM;Café Plume;Berlin;Bezirk Neukölln;Warthestraße 60;52.46972;13.42585;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.2;69
ChIJ7Q9MZzZQqEcRbQ_yzDuXZks;Sieben Gewürze;Berlin;Bezirk Tempelhof-Schöneberg;Dennewitzstraße 22;52.49719109999999;13.3674906;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJafUXPZ1PqEcRDCGbZZejqD4;Sieben Gewürze Catering;Berlin;Bezirk Tempelhof-Schöneberg;Dennewitzstraße 22;52.49719109999999;13.3674906;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJq6pOVrtPqEcROA4mHsDYIjI;TISK Speisekneipe;Berlin;Bezirk Neukölln;Neckarstraße 12;52.4801525;13.4323857;['restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;3;4.2;201
ChIJURVJC1ZFqEcRUdfrUEvxsZQ;Amma | Berlin Tempelhof;Berlin;Bezirk Tempelhof-Schöneberg;Tempelhofer Damm 214;52.45718799999999;13.38374;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;655
ChIJAQCQu4JaqEcRcHAOQGr2Em0;Amma | Berlin Steglitz;Berlin;Bezirk Steglitz-Zehlendorf;Feuerbachstraße 31;52.4637614;13.3310888;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;240
ChIJVbcGLGFEqEcRplfYP344Agg;Amma | Berlin Lichtenrade;Berlin;Bezirk Tempelhof-Schöneberg;Kirchhainer Damm 1;52.38750169999999;13.4103888;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;747
ChIJRcgAZ_9PqEcRY423WAl9tN0;Tonsai;Berlin;Bezirk Tempelhof-Schöneberg;Kaiserin-Augusta-Straße 73;52.4594338;13.3819884;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;380
ChIJjW9bSfxPqEcRpaXVOsDT9c4;Nuova Mirabella;Berlin;Bezirk Tempelhof-Schöneberg;Alt-Tempelhof 27;52.4654986;13.3838843;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;615
ChIJHeF9dalUqEcRTwFvajc8Eoo;Café Olé der ufaFabrik;Berlin;Bezirk Tempelhof-Schöneberg;Viktoriastraße 10-18;52.4544774;13.3822533;['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;206
ChIJ6-UIwlRFqEcRhcAjF2e-0kU;American Lifestyle - US Store Berlin;Berlin;Bezirk Tempelhof-Schöneberg;Attilastraße 177;52.4557638;13.3766445;['grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.3;198
ChIJcegmlUdFqEcRa9uMZJPbyGw;Call to Eat Mariendorf;Berlin;Bezirk Tempelhof-Schöneberg;Friedenstraße 7;52.4381426;13.3831243;['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.1;97
ChIJZ75WXoRFqEcRejOQT3eJQ-k;BrewDog DogTap Berlin;Berlin;Bezirk Tempelhof-Schöneberg;Im Marienpark 23;52.43805769999999;13.3682444;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.1;482
ChIJcXgrk0dFqEcRo-Dkd6_0J8M;"Bäckerei & Cafe ""Forddamm""";Berlin;Bezirk Tempelhof-Schöneberg;Forddamm 13;52.4378495;13.3832247;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;1;4.6;65
ChIJrar6lXVQqEcRAyr3R7W4xmQ;frohSINN schank speisen barkultur;Berlin;Bezirk Tempelhof-Schöneberg;Cranachstraße 39;52.46464239999999;13.3427688;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;109
ChIJgx0XlkJbqEcR_gEkFTIXyig;Mare e Monti;Berlin;Bezirk Steglitz-Zehlendorf;Bismarckstraße 3;52.4629742;13.3388131;['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.3;274
ChIJLalH8J1aqEcR4C-2qd9PNMw;Gervasio Luigi;Berlin;Bezirk Steglitz-Zehlendorf;Bismarckstraße 3;52.4629758;13.3388146;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJ0WuwYXpQqEcRs-n98YpyZo8;LuLa am Markt;Berlin;Bezirk Tempelhof-Schöneberg;Lauterstraße 14;52.4721157;13.3350745;['cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;720
ChIJOfVk7J5RqEcRVfKUD-GQ9fU;Friedenauer Grill Bistro;Berlin;Berlin;Tempelhof-Schöneberg Friedenau;52.4759459;13.340354;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.8;5
ChIJq27yWnhQqEcRKAXQQmVzQHc;Schmidt Z & KO;Berlin;Bezirk Tempelhof-Schöneberg;Rheinstraße 45 - 46;52.4665062;13.3303847;['restaurant', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;3;4.5;138
ChIJi-lQ-pxbqEcRdM4f96jaAm4;DH in Berlin;Potsdam-Mittelmark;Teltow;Conrad-Blenkle-Straße 5a;52.39687;13.27949;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJvcMyav5RqEcRmxxvxXrzaHQ;Villa Cocosh;Berlin;Bezirk Steglitz-Zehlendorf;Holsteinische Straße 45;52.4648816;13.3301315;['restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;;4.9;13
ChIJGX2jLHxQqEcRIEDOdGeiOds;Como en Casa;Berlin;Bezirk Tempelhof-Schöneberg;Stubenrauchstraße 59;52.4713797;13.3235512;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.8;80
ChIJF2WCS3hQqEcROjQnzMqf44w;Carlos Caravela;Berlin;Bezirk Tempelhof-Schöneberg;Dickhardtstraße 27;52.4672937;13.3314659;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.7;238
ChIJc5Ux9oJaqEcRQOoyA99Vgpg;Dalmacija;Berlin;Bezirk Steglitz-Zehlendorf;Holsteinische Straße 55;52.46302599999999;13.3279214;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;343
ChIJu0NClPVTqEcR4LHbTQF9DAs;Restaurant Dalmacija;Berlin;Bezirk Reinickendorf;Quäkerstraße 2;52.572572;13.308222;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.7;403
ChIJYRFJb3VTqEcRBuxlzHvZuyA;Dalmacija Restaurant;Berlin;Bezirk Reinickendorf;Schorfheidestraße 23;52.59390690000001;13.3473188;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;671
ChIJqfNdG81bqEcRBcumV-s09J0;Curry Wolf - Currywurst in Steglitz;Berlin;Bezirk Steglitz-Zehlendorf;Schloßstraße 17 A;52.46164;13.3249211;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;3.6;23
ChIJSf9di4NaqEcR26KVuKodfiA;Pizzeria La Buca;Berlin;Bezirk Steglitz-Zehlendorf;Hubertusstraße 2;52.4601274;13.3250285;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;310
ChIJQT1cQoRaqEcRgf0DyDQdIVA;Pot & Pepper Fine spices and kitchen wares;Berlin;Bezirk Steglitz-Zehlendorf;Kieler Straße 9;52.4585374;13.3245371;['furniture_store', 'home_goods_store', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.6;86
ChIJVWLB7IFaqEcR15U_-GLC4Tw;Sale E Pane;Berlin;Bezirk Steglitz-Zehlendorf;Markelstraße 52;52.4643659;13.3233822;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;392
ChIJVWLB7IFaqEcRn748ynqqoKY;Bar Caffe Osteria Dasilvio;Berlin;Bezirk Steglitz-Zehlendorf;Markelstraße 52;52.46425000000001;13.32349;['bar', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJS7GHpbdbqEcR6rlwDlR8Jfg;Gyros Grill Villa Christina;Berlin;Bezirk Steglitz-Zehlendorf;Feuerbachstraße 34;52.46350109999999;13.3321633;['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.4;229
ChIJQ4aSZIJaqEcRbfPLsNf9lZs;Restaurant Split;Berlin;Bezirk Steglitz-Zehlendorf;Schloßstraße 128;52.46419600000001;13.3280636;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;253
ChIJfbrN84JaqEcR9Cy_BH_Kr_0;Mai Phai;Berlin;Bezirk Steglitz-Zehlendorf;Feuerbachstraße 16;52.4631517;13.3289586;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;555
ChIJBdqNzO5bqEcRgO9PFAIjlO0;BurgerArt finest Burger and Steaks;Berlin;Bezirk Steglitz-Zehlendorf;Albrechtstraße 131;52.4570056;13.3220651;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;3.9;11
ChIJgyyNKIZaqEcR4d2gp7112r4;SOMBRERO Berlin;Berlin;Bezirk Steglitz-Zehlendorf;Wrangelstraße 11;52.45572;13.317112;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;653
ChIJezHbN_paqEcRXin49HCde4I;Domino's Pizza Berlin Lichterfelde;Berlin;Bezirk Steglitz-Zehlendorf;Hindenburgdamm 3;52.4322933;13.3109677;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.4;161
ChIJ8wgZYlxaqEcRoFO__oR8UD0;Eiskimo Berlin;Berlin;Bezirk Steglitz-Zehlendorf;Curtiusstraße 8;52.4425581;13.2949434;['food', 'point_of_interest', 'store', 'establishment'];CLOSED_TEMPORARILY;2;4.6;636
ChIJu5mB-yFRqEcRS3_mYJ1oISs;Frau Bünger macht Mittag;Berlin;Bezirk Charlottenburg-Wilmersdorf;Niebuhrstraße 1;52.5043009;13.319117;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.8;5
ChIJtT712ftaqEcRDjIs2Pb3XsQ;Goldkörner Manufaktur;Berlin;Bezirk Charlottenburg-Wilmersdorf;Niebuhrstraße 1;52.5043009;13.319117;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;5;4
ChIJezLqtP9bqEcRhnRkuhPBTWg;Restaurant Annarella mediterran;Berlin;Bezirk Steglitz-Zehlendorf;Drakestraße 60;52.4390489;13.3006536;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.1;117
ChIJ5-bDK0NaqEcRSfieLdjjV8o;GENNARO UG (haftungsbeschränkt);Berlin;Bezirk Steglitz-Zehlendorf;Unter den Eichen 94;52.44453;13.2916;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJjzq_PUNaqEcRCCMF26zgwA0;MARINELLA echte hausgemachte Pasta Berlin-Lichterfelde;Berlin;Bezirk Steglitz-Zehlendorf;Unter den Eichen 94;52.44456;13.291547;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;400
ChIJVUr9wBtbqEcRy_AwhFIm4ag;Buffet Restaurant Royal Garden Berlin;Berlin;Bezirk Steglitz-Zehlendorf;Osdorfer Straße 26;52.41627219999999;13.3154306;['restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;2;4.4;2807
ChIJFQEEjvBaqEcRBQATmwCJe68;Restaurant Schlosspark-Grill;Berlin;Bezirk Steglitz-Zehlendorf;Bäkestraße 9;52.435131;13.313444;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;920
ChIJ91MH_-ZaqEcRWIPuGp23h_M;Cafe Rosenduft - Organisch Cafe, Glutenfreie Torten auch Vegan;Berlin;Bezirk Steglitz-Zehlendorf;Jungfernstieg 4B;52.42985;13.32727;['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.3;120
ChIJqebhsQVbqEcRB93Un59kNag;Ristorante Il Campo;Berlin;Bezirk Steglitz-Zehlendorf;Feldstraße 1;52.4156612;13.3037753;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;265
ChIJIUy5n-9bqEcRH0Uhs7n6ZYk;Osteria 33;Berlin;Bezirk Steglitz-Zehlendorf;Goerzallee 33;52.4282777;13.3065047;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;45
ChIJPzCI1OBaqEcR5pUK8hdMBtw;Dr. Florian Ulbrich und Michael Nala;Berlin;Bezirk Steglitz-Zehlendorf;Oberhofer Weg 4;52.42708620000001;13.3263653;['doctor', 'health', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJSevTUnI7ZUERC_y7HZMw9Rw;Torrefazione;Berlin;Bezirk Steglitz-Zehlendorf;Oberhofer Weg 4;52.42709660000001;13.3264214;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.6;42
ChIJp9vznqE7ZUERaOh_dRGprjk;Taverna Levkos Pyrgos;Berlin;Bezirk Steglitz-Zehlendorf;Hildburghauser Straße 115;52.4165421;13.3373442;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;510
ChIJzWnGaWlbqEcRExa-DfsGjX4;Bab Kisan;Berlin;Bezirk Tempelhof-Schöneberg;Mariendorfer Damm 96-98;52.4437986;13.3858522;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJxUU1krdaqEcRQ6jBO34CcXQ;Bei Maria;Berlin;Bezirk Steglitz-Zehlendorf;Kaiser-Wilhelm-Straße 129;52.4415934;13.3536709;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4;79
ChIJ27118rdaqEcRgrtz751_R_Y;Sirtaki;Berlin;Bezirk Steglitz-Zehlendorf;Kaiser-Wilhelm-Straße 130;52.44189;13.35312;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;817
ChIJESdx-v9PqEcRnp4ltpmb3vA;Meyer Concept;Berlin;Bezirk Tempelhof-Schöneberg;Kaiserin-Augusta-Straße 62;52.4597904;13.3775687;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJzckTIy9FqEcREZHYLSbqOnM;Sushi for you Marienfelde;Berlin;Bezirk Tempelhof-Schöneberg;Marienfelder Allee 24A;52.4231457;13.3710406;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.9;133
ChIJg31-Iy9FqEcRqW2lLgEDDks;Besbes Enis;Berlin;Bezirk Tempelhof-Schöneberg;Marienfelder Allee 24A;52.42315;13.37094;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJGxglWSlbqEcR3tGx8Yf6CRA;Dalmacija-Restaurant Marienfelde;Berlin;Bezirk Tempelhof-Schöneberg;Hildburghauser Straße 62;52.4151096;13.3467715;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;436
ChIJJQ7JUvxEqEcRGgujPYhVrHs;My Friends Asia-Restaurant Berlin;Berlin;Bezirk Tempelhof-Schöneberg;Lichtenrader Damm 42;52.4102006;13.4031921;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;298
ChIJeQ_Vcv1EqEcR5XdI6P-fjQI;Restaurant Meteora;Berlin;Bezirk Tempelhof-Schöneberg;Lichtenrader Damm 26;52.4117556;13.4023941;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;654
ChIJNwN-KIpEqEcRHiCzyeZB-lA;Yammas Tavernaki Greek and Mediterranean Specialities;Berlin;Bezirk Tempelhof-Schöneberg;Bahnhofstraße 39;52.3865521;13.3990643;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.4;249
ChIJ8UeE1U9FqEcRzzDeyFCRmzQ;EisQueen GmbH;Berlin;Bezirk Tempelhof-Schöneberg;Schichauweg 52;52.39677729999999;13.3767088;['point_of_interest', 'establishment'];OPERATIONAL;;4.5;10
ChIJicsKGLxFqEcR-RieNBAGasA;Ristorante Sole d'Oro;Berlin;Bezirk Neukölln;Johannisthaler Chaussee 398;52.425992;13.4436551;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;590
ChIJ-VxQFrxFqEcRyu8FoCrt388;Filia;Berlin;Bezirk Neukölln;Johannisthaler Chaussee 400;52.42596;13.44336;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;545
ChIJidF3W-BFqEcRl_fiHGRS6Uw;Rigoletto Ristorante-Pizzeria;Berlin;Bezirk Neukölln;Neuköllner Straße 235;52.42749;13.48134;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;200
ChIJnX-qca5PqEcR9ZANDr0xGxU;Kalle Klein;Berlin;Bezirk Treptow-Köpenick;Harzer Straße 119;52.4896532;13.4404212;['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.1;485
ChIJWxXtrwBPqEcRAyF2rDPFW3E;Pizza - Desha Lokanta;Berlin;Bezirk Treptow-Köpenick;Elsenstraße 26;52.489163;13.454004;['restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;1;4.2;643
ChIJHUoLjKxPqEcRWQ51JfideEc;Treptower Klause;Berlin;Bezirk Treptow-Köpenick;Karl-Kunger-Straße 69;52.49273799999999;13.445131;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.7;89
ChIJZzCq8QBPqEcRUxcNplvRxks;McDonald's;Berlin;Bezirk Treptow-Köpenick;Am Treptower Park 14;52.491212;13.4578438;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.3;414
ChIJIwgg_gBPqEcRXRZ3_2kKtJc;mib Systemgastronomie G.m.b.H. & Co. Am Treptower Park KG;Berlin;Bezirk Treptow-Köpenick;Am Treptower Park 14;52.4911502;13.457761;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;3.5;17
ChIJaxDB6KlPqEcREDZx7F5Y7OA;passenger coffee;Berlin;Bezirk Treptow-Köpenick;Elsenstraße 38;52.4874747;13.4516993;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;1;4.7;153
ChIJp019BUtOqEcRReC-I1CHuwI;Wildeküche;Berlin;Bezirk Treptow-Köpenick;Kiefholzstraße 402;52.48730219999999;13.4566906;['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;2;4.1;115
ChIJ4au59hpPqEcRY3vrG8QA98A;WILDE;Berlin;Bezirk Treptow-Köpenick;Klingerstraße 2;52.4831365;13.4689471;['point_of_interest', 'establishment'];OPERATIONAL;;1;1
ChIJQeRqlrFIqEcR1NSljXINEFE;Weindealer;Berlin;Bezirk Treptow-Köpenick;Schnellerstraße 21;52.4571617;13.5081888;['liquor_store', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.9;10
ChIJAY63M4xIqEcRq1GVQt4zzGM;Stella del Koep;Berlin;Bezirk Treptow-Köpenick;An der Wuhlheide 232;52.4557474;13.5523194;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.1;428
ChIJx5b7T75IqEcRCPSgO3fLb24;Manifattura del Gusto Pizzeria und Feinkost;Berlin;Bezirk Treptow-Köpenick;Rathenaustraße 23;52.4599015;13.5289992;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.7;342
ChIJD_zOEx5GqEcRX7TqRBDC_XU;Lindenfood UG (haftungsbeschränkt);Berlin;Bezirk Treptow-Köpenick;Groß-Berliner Damm 82a;52.4426377;13.5194179;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJz2rE0h9GqEcRvF9b6cELU-8;Optimahl Catering GmbH;Berlin;Bezirk Treptow-Köpenick;Groß-Berliner Damm 82a;52.4428165;13.5191582;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.3;42
ChIJvcPuWClGqEcR1NXj5n3RvxY;Currywurst Nr.1;Berlin;Bezirk Treptow-Köpenick;Dörpfeldstraße 5;52.43558249999999;13.5420827;['bakery', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.6;244
ChIJMTS-G6pHqEcRavK6YkqjXaU;MEET SAIGON - vietnamesisches Restaurant;Berlin;Bezirk Treptow-Köpenick;Franz-Ehrlich-Straße 5;52.43377950000001;13.5402137;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;163
ChIJEeZMZStGqEcRHzXDUZBYUf8;Griechisches Restaurant Athen;Berlin;Bezirk Treptow-Köpenick;Radickestraße 57;52.4348744;13.5468892;['restaurant', 'bakery', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.5;694
ChIJn9Mh9i9GqEcR-0_KqKW8ZiM;esswirtschaft;Berlin;Bezirk Treptow-Köpenick;Rudower Chaussee 24;52.4314119;13.5327406;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.1;274
ChIJJ6Xu3S5GqEcRTLrm4rGkXs4;Eat Green;Berlin;Bezirk Treptow-Köpenick;Rudower Chaussee 5b;52.4337995;13.5382111;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;176
ChIJa6-Mx5VHqEcRAC8Ijm6Roj0;www.havelwasser.com;Berlin;Bezirk Treptow-Köpenick;Richterstraße 5;52.4110378;13.5716752;['point_of_interest', 'establishment'];OPERATIONAL;;5;15
ChIJ92PqOsbgqEcR7FDXbF0MtLg;Birnengarten Ribbeck;Nauen;Ribbeck;Am Birnbaum 5;52.6277543;12.7536269;['park', 'point_of_interest', 'establishment'];OPERATIONAL;;4.6;21
ChIJmV-Sx5VHqEcRv5NweCIgpNk;Bohnsdorfer Kreisel;Berlin;Bezirk Treptow-Köpenick;Richterstraße 5;52.4110374;13.5716766;['point_of_interest', 'establishment'];OPERATIONAL;;3.5;2
ChIJ82ZE3jdPqEcRLzb_WNiSc_8;Rapskernoel.info;Berlin;Bezirk Treptow-Köpenick;Scheiblerstraße 28;52.46817;13.49112;['point_of_interest', 'establishment'];OPERATIONAL;;;0
