;unique_id;name;strasse_nr;art;lieferung;fon;place_id;bezirk;lat;lng;types;price_level;rating;user_ratings_total
170;1018;Red Dragon;Danzigerstraße 29;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49304429965;ChIJi03_EABOqEcRNt4T6iTkOuE;Bezirk Pankow;52.54047610000001;13.4176443;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.1;120
171;21;PAPA NO - Prenzlauer Berg;Danzigerstraße 11;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491637590868;ChIJRVwT7P9RqEcRsnaeQG_EdsI;Bezirk Pankow;52.54086849999999;13.4152909;['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment'];2;4;336
172;289;Der blaue Fuchs;Knaackstraße 43;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493026074244;ChIJO9gSHQZPqEcRpzlBbrmTXy0;Bezirk Pankow;52.53589169999999;13.4162625;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];;4.4;330
173;118;Bonanza Coffee;Oderbergerstraße 35;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4930208488020;ChIJyWdFA_lRqEcRPDXaiTYiPmk;Bezirk Pankow;52.53997499999999;13.4053444;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];2;4.3;1172
174;120;Bonanza Coffee;Adalbertstraße 70;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4930208488020;ChIJe-xsRDFOqEcR9oMD5MR9wCo;Bezirk Friedrichshain-Kreuzberg;52.5041618;13.4203236;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];2;4.4;1260
175;33;Gloria Prenzlauer Berg;Danziger Straße 17;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4917660806071;ChIJZWhH5f9RqEcR-7MxOmONO1Y;Bezirk Pankow;52.540762;13.4158457;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];2;4.4;294
176;32;Gloria Kreuzberg;Gertrud Kolmar Straße 4;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4917660806071;ChIJZWhH5f9RqEcR-7MxOmONO1Y;Bezirk Pankow;52.540762;13.4158457;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];2;4.4;294
177;563;Le Flo Französische Feinkost;Husemannstraße 16;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4944034594;ChIJUREzugFOqEcRPlKlYd1N7KQ;Bezirk Pankow;52.53803059999999;13.417792;['food', 'point_of_interest', 'store', 'establishment'];2;4.8;36
178;213;Domu Nosta;Knaackstraße 45;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493053677801;ChIJPThB-RlPqEcRRJoQ0kRd4bI;Bezirk Pankow;52.5360576;13.4161231;['restaurant', 'food', 'point_of_interest', 'establishment'];;4.9;63
179;965;Cenacolo;Sredzkistraße 23;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493044044743;ChIJu20u0QFOqEcR7FdAKIEi-qE;Bezirk Pankow;52.5386;13.4160201;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.3;386
180;1181;Zum dritten Mann;Kollwitzstrße 87;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+491723252403;ChIJqTlWAgFOqEcRyB_Nn8P9cUA;Bezirk Pankow;52.5383341;13.4199555;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.2;253
181;56;LuisaKocht;Danzigerstraße 49;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4917662538130;ChIJhW-iiQBOqEcRRttYUC-23zg;Bezirk Pankow;52.54006649999999;13.4202403;['restaurant', 'food', 'point_of_interest', 'store', 'establishment'];;4.9;57
182;157;Delizie D'Italia;Kollwitzstraße 100;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491708942582;ChIJn4Ot3QBOqEcRVP6CMFUVhT8;Bezirk Pankow;52.53903949999999;13.4213887;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.3;278
183;693;Biogoods;Kastanienallee 101;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493020620304;ChIJycWvFjFPqEcRgdqXOOxdfYQ;Bezirk Pankow;52.5396869;13.4112264;['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment'];;4.3;6
184;440;Hako Ramen Prenzlauer Berg;Kastanienallee 16;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493088669886;ChIJj4C73qdRqEcRUBPH6sXe-rY;Bezirk Pankow;52.538508;13.40932;['restaurant', 'food', 'point_of_interest', 'establishment'];;4.1;401
185;1139;Cafe Dodo;Duncker Straße 12;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4917699508676;ChIJsY597CZNqEcRsy9GCutQDJk;Bezirk Pankow;52.5426414;13.4211537;['cafe', 'food', 'point_of_interest', 'establishment'];;4.8;103
186;1054;Wok Show;Greifenhagener Straße 31;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4917632731007;ChIJ93lo1wdSqEcRDyq7_fE0-Zc;Bezirk Pankow;52.55194299999999;13.419306;['restaurant', 'food', 'point_of_interest', 'establishment'];1;4.3;925
187;967;Restaurant Meena Kumari;Lychener Straße 9;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493044052545;ChIJB-CkjP9RqEcRITyvgp5re2E;Bezirk Pankow;52.54150550000001;13.4148501;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.3;431
188;1143;Cafe Meta;Am Falkplatz 1;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493022150775;ChIJFeqgHQNSqEcROmf9BQqthag;Bezirk Pankow;52.5458611;13.406075;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.4;484
189;1059;Café Datscha Prenzlauer Berg;Stargarder Straße 24;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493028439399;ChIJ37g3F_9NqEcR_xu_n9ULo08;Bezirk Pankow;52.54502489999999;13.4212871;['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment'];2;4.3;732
190;1234;HOLY FLAT!;Eberswalder Straße 22;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493024536358;ChIJBdL_ng1RqEcR06jtU4KvYyQ;Bezirk Pankow;52.5409733;13.4111299;['restaurant', 'food', 'point_of_interest', 'establishment'];;4.6;109
191;184;BLACKBEARDS BBQ BERLIN;Pappelallee 55;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493041192288;ChIJMag-swBSqEcR1eUBrFfn-W0;Bezirk Pankow;52.54688280000001;13.4182747;['restaurant', 'food', 'point_of_interest', 'establishment'];;4.4;774
192;1065;Trattoria Antichi Aromi;Greifenhagener Straße 38;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4917620155814;ChIJb6BuMqdTqEcRgkLp424Llfo;Bezirk Pankow;52.5520264;13.418856;['restaurant', 'food', 'point_of_interest', 'establishment'];;4.7;144
193;19;Vetzgerei;Raumerstraße 36;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493044673243;ChIJ4d1PzP9NqEcRyqAqza4K6NY;Bezirk Pankow;52.5420316;13.4209243;['food', 'point_of_interest', 'store', 'establishment'];2;4.7;90
194;193;Restaurant Burgerie;Schönhauser Allee 50;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493083212440;ChIJ07hx2gFSqEcR-H0iMVOy6BI;Bezirk Pankow;52.542506;13.412613;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.3;828
195;204;Café Bar MOLOKO;Lettestraße 6a;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493084514122;ChIJn-ji_r1NqEcRwcmnb6K9pXk;Bezirk Pankow;52.54363420000001;13.4189167;['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment'];2;4.5;135
196;121;Restaurant Schust;Eberswalder Straße 34;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493041714053;ChIJ9Q0C_oRRqEcRDkNZH1OIj7E;Bezirk Pankow;52.54147029999999;13.4093767;['restaurant', 'food', 'point_of_interest', 'establishment'];;4.8;65
197;214;La Buvette Weinbar;Gleimstraße 41;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493088062870;ChIJqa8_eQRSqEcRxUYVwl7g5GQ;Bezirk Pankow;52.5474791;13.4091012;['liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];2;4.6;325
198;1014;Der Fischladen;Schönhauser Allee 128;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493040005612;ChIJ3_mhIl1RqEcRox4hM9CgT1Q;Bezirk Pankow;52.5459842;13.4124555;['restaurant', 'food', 'point_of_interest', 'store', 'establishment'];2;4.5;626
199;140;Chay Long;Raumerstraße 17;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4915259555666;ChIJZSF-L_5NqEcRFuNC9g-Nt5E;Bezirk Pankow;52.5416147;13.4218312;['restaurant', 'food', 'point_of_interest', 'establishment'];;4.7;283
200;1191;Restaurant Thüringer Stuben;Stargarder Straße 28;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49304463339;ChIJ3cBD4_5NqEcRSarsY9-reDo;Bezirk Pankow;52.54440109999999;13.4226731;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.4;428
201;418;SPRO Scones Bakery & Coffee;Schönhauser Allee 50a;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4917672445140;ChIJ7bFaGxJTqEcRZkR3dDtbF9Y;Bezirk Pankow;52.5426373;13.4127143;['cafe', 'food', 'point_of_interest', 'establishment'];2;4.8;101
202;246;Orlando Berlin;Rhinower Straße 10;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4917660503712;ChIJqa8_eQRSqEcR6l2pt2usV8s;Berlin;52.5481794;13.409557;['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];;4.2;103
203;511;DIE PIZZAHÜTTE;KOPENHAGENER STRAßE 17;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493055577584;ChIJ5WJqlARSqEcRFs9nV4DQ6Uc;Bezirk Pankow;52.5492171;13.4076139;['restaurant', 'food', 'point_of_interest', 'establishment'];;3.9;59
204;75;Trattoria Zoe;Senefelderstraße 10;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493065838130;ChIJs4s4FP5NqEcRX53AsKWLC1g;Bezirk Pankow;52.5420842;13.4232468;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.3;532
205;1213;3YS Vision GmbH;Lychenerstraße 18;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493055242448;ChIJTbAOBABSqEcRD-cP31BLmr8;Bezirk Pankow;52.54222679999999;13.4162567;['restaurant', 'food', 'point_of_interest', 'establishment'];4;4.7;921
206;1220;Goldhahn und Sampson;Dunckerstraße 9;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4915158128837;ChIJsz17FedQqEcRRrySBKY_IDU;Bezirk Charlottenburg-Wilmersdorf;52.503942;13.30775;['book_store', 'grocery_or_supermarket', 'cafe', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment'];;4.4;68
207;196;Goldhahn und Sampson;Wilmersdorfer Straße 102-103;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4915158128837;ChIJsz17FedQqEcRRrySBKY_IDU;Bezirk Charlottenburg-Wilmersdorf;52.503942;13.30775;['book_store', 'grocery_or_supermarket', 'cafe', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment'];;4.4;68
208;1048;Trattoria Felice;Lychener Straße 41;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493040041927;ChIJsXyGewBSqEcRNDyiAkGRl1g;Bezirk Pankow;52.5439491;13.4175574;['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];2;4.2;531
209;1151;Giomecca Pastry;Erich Weinert Straße 3;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491721676822;ChIJoWBGBAZSqEcRZZGUc3upP2g;Bezirk Pankow;52.5520876;13.4151357;['bakery', 'food', 'point_of_interest', 'store', 'establishment'];2;4.8;112
210;188;Seth & Fathe Indische & Pakistanische Spezialitäten;Malmöer Straße 13;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493044793040;ChIJu4YcYhpSqEcRcGhp8q9eKbM;Bezirk Pankow;52.5531295;13.4032341;['restaurant', 'food', 'point_of_interest', 'establishment'];1;3.9;106
211;709;George R Bar;Wilhelmshavener Straße 57;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493052666933;ChIJu19RZnNRqEcRzB9hucWHot8;Mitte;52.53027779999999;13.3411111;['bar', 'point_of_interest', 'establishment'];2;4.6;253
212;624;Burger Turm;Turmstrasse, 49;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493049956625;ChIJq_UYjjNRqEcRZaOHWYNGaBw;Mitte;52.5272259;13.3325671;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];2;4.7;1649
213;1064;Nord West Oase;Wiclef Straße 17;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49303963971;ChIJi1Aqo3JRqEcRWoxN7JnWEZc;Mitte;52.5306697;13.3351494;['bar', 'point_of_interest', 'establishment'];1;4.3;109
214;1067;Zunftwirtschaft;Arminiusstraße 2-4;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+491705810100;ChIJETXn6gxRqEcRqPm68igQEpg;Mitte;52.5274808;13.3382989;['restaurant', 'food', 'point_of_interest', 'establishment'];;4.4;56
215;285;agni;Kaiserin-Augusta-Allee 1;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4917649220550;ChIJ9fc8fxFRqEcRMwkzsTU2yRU;Mitte;52.5245962;13.3271798;['restaurant', 'food', 'point_of_interest', 'establishment'];1;4.5;412
216;23;Havel Menü;Neues Ufer 13;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493036759248;ChIJjaul63JZqEcRF6R8Rn-9KlE;Mitte;52.52714839999999;13.3158539;['meal_delivery', 'food', 'point_of_interest', 'establishment'];;5;28
217;597;Dilay Lebensmittel Vertriebs GmbH;Beusselstraße 44N-Q;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4915759511188;ChIJBZkYd2xRqEcR2Nyu2urMKVM;Berlin;52.5336666;13.3282905;['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment'];;;0
218;715;Walhalla;Krefelder Straße 6;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49303933039;ChIJi6jL8AtRqEcR15QB16sJSYk;Mitte;52.5242599;13.3393541;['bar', 'point_of_interest', 'store', 'establishment'];2;4.3;839
219;16;MAYAHUEL:tequilaverkostung und mehr;Jagowstraße 22;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+491629892331;ChIJP7lwKgxRqEcROgvQJeBve8Y;Mitte;52.5238858;13.3344244;['premise'];;;0
220;1248;YA-MAN Caribbean Soul Food;Gotzkowskystraße 17;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+491737206249;ChIJVVXF9RFRqEcRa7tL6AB4rjU;Mitte;52.5244198;13.3296159;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.6;230
221;995;Lal Haweli;Alt-Moabit 51;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493039905626;ChIJ6bQo-hFRqEcRBEJNC3_WuBU;Mitte;52.524073;13.3299948;['restaurant', 'food', 'point_of_interest', 'establishment'];1;4.1;405
222;89;Asiagourmet;Europaplatz 1;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49305480084214;ChIJ_____7xRqEcRaJOFhSU5dOk;Mitte;52.524369;13.3698517;['restaurant', 'food', 'point_of_interest', 'establishment'];1;3.5;551
223;370;EasyCookAsia;Birkenstreet 22;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491628463095;;;;;;;;
224;914;Kapitel 21;Lehrter Straße 55;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4917661606395;ChIJb1R_eZxRqEcRGdzgE2atrPY;Berlin;52.53421660000001;13.3586315;['bar', 'point_of_interest', 'establishment'];2;4.7;228
225;884;Clara Vere;Spielhagenstraße 3;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493061287300;ChIJBwkkwyBRqEcRIkenU7rRhU8;Bezirk Charlottenburg-Wilmersdorf;52.51305169999999;13.3041392;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.4;89
226;281;Restaurant Galija am Schloss;Otto-Suhr-Allee 139;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49303417041;ChIJUautsiVRqEcRtqrHmA3Lbmw;Bezirk Charlottenburg-Wilmersdorf;52.5187795;13.3012733;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.4;599
227;1173;Trattoria Rathaus Piazza;Otto-Suhr-Allee 96;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493034806995;ChIJz_uenVVRqEcRP41coq6bJEc;Bezirk Charlottenburg-Wilmersdorf;52.51694669999999;13.3090419;['restaurant', 'food', 'point_of_interest', 'establishment'];1;4.5;443
228;846;Wilhelm Hoeck;Wilmersdorfer Straße 149;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493034509849;ChIJ93haHCFRqEcRQKdnvio_NhU;Bezirk Charlottenburg-Wilmersdorf;52.51392300000001;13.305059;['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment'];2;4.5;840
229;66;CAFÉ KUNST GENUSS;Fritschestraße 68;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+491637779227;ChIJe3K7BohRqEcRZDnfzTBgITs;Bezirk Charlottenburg-Wilmersdorf;52.5122082;13.3000527;['art_gallery', 'point_of_interest', 'establishment'];;5;12
230;70;Natural'Mente - Makrobiotik Gastronomie GmbH;Schustehrusstraße 26;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49303414166;ChIJneJFVc5RqEcRPob76-XMq50;Bezirk Charlottenburg-Wilmersdorf;52.5172378;13.2999892;['restaurant', 'food', 'point_of_interest', 'establishment'];;4.7;21
231;958;Thai Restaurant Kien-du-kiang-thong;Kaiser-Friedrich-Straße 89;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49303411447;ChIJDWxz3CZRqEcRXGDatkETSXw;Bezirk Charlottenburg-Wilmersdorf;52.5145817;13.30134;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.5;108
232;109;Kantine im Atrium;Kaiserin Augusta Allee 31;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493065839897;ChIJP5Xg2z1RqEcR-2M8QJVWOJY;Bezirk Charlottenburg-Wilmersdorf;52.5259371;13.3142107;['restaurant', 'food', 'point_of_interest', 'establishment'];1;3.9;142
233;1042;Nguyen Imbiss Asiatische Spezialitäten;Tauroggener Straße 03;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49303454565;ChIJe3fkvDpRqEcRBaPsjuOF4mk;Bezirk Charlottenburg-Wilmersdorf;52.523512;13.3011416;['restaurant', 'food', 'point_of_interest', 'establishment'];1;4.3;77
234;621;Philomenis greek delicious;Knesebeckstraße 97;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493031802507;ChIJ90kGUh1RqEcRhV-0LaaiekI;Bezirk Charlottenburg-Wilmersdorf;52.5096392;13.3232815;['food', 'point_of_interest', 'store', 'establishment'];;4.2;54
235;271;KLX - Koshary Lux;Grolmanstraße 27;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493081406190;ChIJx5A0vPxQqEcRk85VkfQ1oik;Bezirk Charlottenburg-Wilmersdorf;52.50460469999999;13.3230906;['restaurant', 'food', 'point_of_interest', 'establishment'];1;4.5;797
236;541;Trattoria Tatou;Kantstraße 16;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493030831234;ChIJF4g8lf1QqEcR84EtdV4KUgE;Bezirk Charlottenburg-Wilmersdorf;52.50580249999999;13.3263015;['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];1;4.2;143
237;543;Dicke Wirtin;Carmerstraße 9;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49303124952;ChIJb6AiJv1QqEcRQuhkF6bzTIg;Bezirk Charlottenburg-Wilmersdorf;52.506516;13.323556;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.5;2899
238;103;Good Friends;Kantstraße 30;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49303132659;ChIJsdOqTQxRqEcRhj1prfLTfBY;Bezirk Charlottenburg-Wilmersdorf;52.50631869999999;13.317906;['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment'];;3.9;51
239;194;Restaurant Kitchen Library;Bleibtreustraße 55;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49303125449;ChIJySmR6OJQqEcRicbXnpuvr44;Bezirk Charlottenburg-Wilmersdorf;52.5072743;13.3205244;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.7;102
240;729;Calcutta Restaurant;Bleibtreu Straße 17;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49308836293;ChIJ1Q8xo-RQqEcR2TluHiUKs94;Bezirk Charlottenburg-Wilmersdorf;52.503346;13.3195216;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.2;252
241;31;Cafeteria Amalie;Fasanenstraße 1 B;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+4917662164712;ChIJFQNTM3hRqEcR_T986IqfySk;Bezirk Charlottenburg-Wilmersdorf;52.50907999999999;13.32845;['cafe', 'food', 'point_of_interest', 'establishment'];;5;4
242;1007;Kaffeehaus Mila, Grolmanstrasse 40, 10623 Berlin;Grolmanstraße 40, 10623 Berlin-Charlottenburg;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+4917664758981;ChIJqdqlhvxQqEcRdVsjY33nulg;Bezirk Charlottenburg-Wilmersdorf;52.5038302;13.3243911;['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];2;4.1;308
243;222;La Bocca di Culaccino;Knesebeckstraße 99;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493022666400;ChIJ6Y9sO3NRqEcRJn-p9cplfNw;Bezirk Charlottenburg-Wilmersdorf;52.510059;13.3233782;['restaurant', 'food', 'point_of_interest', 'establishment'];;4.2;38
244;924;Ristorante Romero;Fasanenstraße 81a,;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49303132625;ChIJQw2cO_xQqEcRmm3f36gHsBY;Bezirk Charlottenburg-Wilmersdorf;52.5047699;13.32798;['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];2;4.2;714
245;319;Ashoka;Grolmanstraße 51;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493031015806;ChIJYVzO0eJQqEcR1CAoCRnCueo;Bezirk Charlottenburg-Wilmersdorf;52.5071057;13.3218361;['restaurant', 'food', 'point_of_interest', 'establishment'];1;4.1;421
246;1274;Ajanta;Grolmanstraße 15;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493031016116;ChIJwUF4j-JQqEcRkgvvBS7SqhI;Bezirk Charlottenburg-Wilmersdorf;52.5084453;13.3199594;['restaurant', 'food', 'point_of_interest', 'establishment'];1;4.2;234
247;320;SATYAM;Goethestraße 5;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+49303123029;ChIJbYB6Xx1RqEcRXgFN-6ROycI;Bezirk Charlottenburg-Wilmersdorf;52.5089378;13.3219914;['restaurant', 'food', 'point_of_interest', 'establishment'];1;4;683
248;690;Manjurani;Knesebeckstraße 4;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49303128615;ChIJB_q4QR1RqEcRwrVYkC6fQ58;Bezirk Charlottenburg-Wilmersdorf;52.51017270000001;13.3227608;['restaurant', 'food', 'point_of_interest', 'establishment'];1;4;387
249;153;McDonald's Zooterrassen;Hardenbergplatz 13;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+493030827833;ChIJBUVXPv5QqEcRGlvQnGYFiUg;Hardenbergplatz;52.5070151;13.332541;['restaurant', 'food', 'point_of_interest', 'establishment'];2;3.7;4131
250;250;Ottenthal Restaurant;Kantstraße 153;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49303133162;ChIJwZePTvxQqEcRqc_BrpiJGfU;Bezirk Charlottenburg-Wilmersdorf;52.5053972;13.326917;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];2;4.6;595
251;251;Die Stulle;Carmerstraße 10;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);WAHR;+491704675756;ChIJR7U0JP1QqEcRDSBQWTzOjPQ;Bezirk Charlottenburg-Wilmersdorf;52.5066335;13.3236872;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.5;681
252;949;Pizzeria Ali Baba;Bleibtreustraße 45;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+49308811350;ChIJRQTOp-RQqEcRhkybSua9CMY;Bezirk Charlottenburg-Wilmersdorf;52.5039826;13.3200244;['restaurant', 'food', 'point_of_interest', 'establishment'];1;4.3;1320
253;520;Thai Restaurant Elephant;Fasanenstraße 15;Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.);FALSCH;+493088624853;ChIJ6cr-PfxQqEcRzvNqXmHPRjo;Bezirk Charlottenburg-Wilmersdorf;52.5044759;13.3274366;['restaurant', 'food', 'point_of_interest', 'establishment'];2;4.2;431
