+493094405363,[{'place_id': 'ChIJow5SxuxRqEcRpk680jewg50'}]
+493027909683,[{'place_id': 'ChIJU6pM1j5RqEcRblPfq5OJZp4'}]
+4917621455203,[{'place_id': 'ChIJm3_SgO9RqEcRPsCFGSCiw4U'}]
+493021751646,[]
+493095614848,[{'place_id': 'ChIJhx78J9EjZUERI2jYna3X5pI'}]
+4917643271897,[]
+493027577810,[{'place_id': 'ChIJ_7T13OtRqEcRykkW1_-ATbc'}]
+493088538222,[{'place_id': 'ChIJ0awbwfBRqEcR-ZGkXYpSkSo'}]
+493028042423,[{'place_id': 'ChIJ4Wce2-tRqEcRcPKUr56ZrA8'}]
+493099278701,[{'place_id': 'ChIJ35Aup-5RqEcRmTP_hn5md_8'}]
+493067962236,[{'place_id': 'ChIJt7KO1-hRqEcRLT4aTcLRDvs'}]
+493066405111,[{'place_id': 'ChIJ6c3F8-VRqEcRiicxeI5EOTI'}]
+491734093502,[]
+493027993733,[{'place_id': 'ChIJ3eIXp-BRqEcRJBreG-BVHkU'}]
+491734797784,[]
+493020215301,[{'place_id': 'ChIJ56t3-ZBRqEcRMfNqcJgpjfA'}]
+4915204463307,[]
+4915201925004,[]
+493028448108,[]
+491774655251,[]
+493040501650,"[{'place_id': 'ChIJLc-Nv-VRqEcRPoL5jV8hMaI'}, {'place_id': 'ChIJE28svuVRqEcREm-W3-MdbkM'}, {'place_id': 'ChIJ28bx5PJUqEcR4Rw1KnQ3SIg'}, {'place_id': 'ChIJ18Mc3-BRqEcRGfPwlRhCovA'}]"
+493062924947,[{'place_id': 'ChIJsdLQZjVRqEcRKJLpQY9_tRI'}]
+4917684670050,[{'place_id': 'ChIJJdCKFdBRqEcRO5Uz93cVPWM'}]
+493076677763,[{'place_id': 'ChIJgx1C4hpPqEcRr-bIXXakW-4'}]
+493027581215,[{'place_id': 'ChIJLbGX7uZRqEcRWEE5iayCkRM'}]
+493020649938,[{'place_id': 'ChIJQwHEa9BRqEcRp_3YUzY8dos'}]
+491723812093,[]
+4930314950700,[]
+493020609286,[{'place_id': 'ChIJC1K7FtpRqEcRKaihutliQas'}]
+493030886560,[{'place_id': 'ChIJ57kGIcJRqEcRUdFUCT_QMVA'}]
+49302294523,[{'place_id': 'ChIJI_4-oM9RqEcRgazfdDzpfkA'}]
+493027890410,[]
+493028877788,[]
+493037465031,[{'place_id': 'ChIJb8Yo1OdRqEcR1tNPIs-ssTE'}]
+493034620808,[{'place_id': 'ChIJoVtum9BRqEcRaUJq-_Vs-10'}]
+493020214714,"[{'place_id': 'ChIJmx6qw9ZRqEcRSxGJOtSEicI'}, {'place_id': 'ChIJ9UK3L8JRqEcRl9yXOJuUiUk'}]"
+493023936961,"[{'place_id': 'ChIJs8Eh7PpRqEcRJOxHAkguOUY'}, {'place_id': 'ChIJWXZnG9pRqEcRutGb2PX0qOI'}]"
+493028878785,[{'place_id': 'ChIJy7lLl-lRqEcRJ6T5N2nJr1w'}]
+493040743335,[{'place_id': 'ChIJp8FzcOlRqEcRqpFCa1TtPy0'}]
+49302041819,[{'place_id': 'ChIJYS1LpsRRqEcRKV_Xls2gKPs'}]
+49302062976,[{'place_id': 'ChIJKa-6XscjZUERe5ZL21HuYrI'}]
+4915232162750,[]
+4930208799800,[{'place_id': 'ChIJxTDlQPZRqEcRQOp93bRRO4E'}]
+4930403689191,[]
+493020074936,[]
+493020074377,[{'place_id': 'ChIJDaVpwcVRqEcR1V-TJQ4yYbA'}]
+493032303532,[{'place_id': 'ChIJF8cBIMJRqEcRH9JOT3BslNU'}]
+493027878885,[{'place_id': 'ChIJRexZgOhRqEcRm_-_whvBkcs'}]
+493028046401,[{'place_id': 'ChIJK2FOMcJRqEcRy5vIDvdzP2Q'}]
+493020143870,[{'place_id': 'ChIJBx9rftpRqEcRupd9FMZJ5gA'}]
+493097893808,[{'place_id': 'ChIJtxFydelRqEcRMRpzCF-gqPw'}]
+491782322988,[]
+4917661941932,[{'place_id': 'ChIJHa_Ak8FRqEcR2V5tDfoBFPU'}]
+49304487286,"[{'place_id': 'ChIJo_0q7ORRqEcRbowoQuoAblc'}, {'place_id': 'ChIJo_0q7ORRqEcRRgXL-99sizY'}]"
+491727319420,[]
+493030307047,[{'place_id': 'ChIJ69_cOQRRqEcR4evzZa3LpKU'}]
+4915124105136,[]
+493028097212,[{'place_id': 'ChIJ2TcU5eNRqEcRQ7R-rfEdfQo'}]
+491734575942,[]
+493035529966,[{'place_id': 'ChIJAQCzWqVRqEcRIKoo5i1qGX0'}]
+493061620801,[{'place_id': 'ChIJ--g8-PxRqEcRxV2mfEdI9hs'}]
+493044010494,[{'place_id': 'ChIJDygZZPtRqEcRMfa3mz6wHuA'}]
+4917661778485,[]
+493050182117,[{'place_id': 'ChIJ0dM_p-JRqEcRLf5rbdVPZAA'}]
+491749202709,[]
+493028609214,[]
+491732307762,[]
+4917683214391,[]
+493020621900,[{'place_id': 'ChIJNacWhidOqEcRstfdBVU4E7Y'}]
+493024727575,[]
+49302836940,[{'place_id': 'ChIJ1zUeNOBRqEcR3KFIDPHd630'}]
+493024723185,[{'place_id': 'ChIJ9doHMh5OqEcRkqHEbX0Va4w'}]
+49302832136,[{'place_id': 'ChIJEY8-PeFRqEcRB42FvWxpvVA'}]
+493028099597,[{'place_id': 'ChIJ9doHMh5OqEcRpBuTy_JIHzY'}]
+493024345740,[{'place_id': 'ChIJM9lUPudRqEcR_39uL7qeDqU'}]
+4930403639552,[{'place_id': 'ChIJVzaiejpRqEcR3dH5Vap8y9E'}]
+4915124056516,[]
+493028043240,[{'place_id': 'ChIJTc1KSh5OqEcRdYUVZlCTfGw'}]
+493097005787,[{'place_id': 'ChIJm_HLX99RqEcRiydKq4B0-a4'}]
+493020054515,[{'place_id': 'ChIJSTChU-dRqEcRW8rU0O05yvk'}]
+49302425247,"[{'place_id': 'ChIJJQ4peMYjZUERGRMjwXNM1Qw'}, {'place_id': 'ChIJobfQtiBOqEcRm9sZgIG5vd0'}, {'place_id': 'ChIJobfQtiBOqEcRvRyfyhs7CbQ'}]"
+4930726202070,[{'place_id': 'ChIJfS0kcCNOqEcRO1W_7PLO48E'}]
+49302425528,[{'place_id': 'ChIJ1WEbzyNOqEcRKqrOGWDKPMs'}]
+4917662868516,[{'place_id': 'ChIJe5syLQZPqEcRnOVwF3A3ZR0'}]
+4917662860653,[]
+493031198340,[{'place_id': 'ChIJD-PcdL5PqEcR1khkYKjKq0A'}]
+4915772543987,[{'place_id': 'ChIJ2TqBc1lPqEcRpPfYZIPHrMY'}]
+493020215060,[{'place_id': 'ChIJW_gUyi9OqEcRDq8NWrTcZmw'}]
+493029778590,"[{'place_id': 'ChIJGcZbblBOqEcR5cTGTkNfGlw'}, {'place_id': 'ChIJGcZbblBOqEcR9A85JuJ7yYA'}, {'place_id': 'ChIJn-EIb1BOqEcRWIuoaTbw6f4'}]"
+493025295830,[{'place_id': 'ChIJ17EosS1PqEcRG7Rit-l2brI'}]
+4915141696969,[{'place_id': 'ChIJaeRNwk1PqEcR2_rp-a7TVAw'}]
+493020687549,[{'place_id': 'ChIJqbpNxEZOqEcRViO_0U4FCEc'}]
+493029364913,[{'place_id': 'ChIJGVFYHEdOqEcRuDtQc6X8cCw'}]
+49302947883,[{'place_id': 'ChIJ7RI7dEJOqEcRpkX4ETY_pTY'}]
+493029047619,[{'place_id': 'ChIJ38sGoF1OqEcR0Ow2JvpOo2E'}]
+4915145297771,[]
+4917660886670,[{'place_id': 'ChIJsUNkReVRqEcRNZeEqYNxs8I'}]
+4915145946982,[{'place_id': 'ChIJ0WmXlj5PqEcRn-lYcMja1Ok'}]
+493070086735,[{'place_id': 'ChIJsXeZNFlOqEcRwpkdUdGm43g'}]
+493029771231,[{'place_id': 'ChIJOTQkx15OqEcR4xkt2tIj6Xc'}]
+493093670802,[{'place_id': 'ChIJ4RI-BPdOqEcRv4SVU_GFofA'}]
+493035510923,[{'place_id': 'ChIJDxAqOPFOqEcR7KqNK4K2uuA'}]
+493093621978,[{'place_id': 'ChIJGayp0F5OqEcRr83cz2j1cwM'}]
+4915151449894,[{'place_id': 'ChIJra4mkCVPqEcRhDAM_qnVkOI'}]
+493081724983,[{'place_id': 'ChIJ2c3KyF5OqEcRIYVxKgKuu-M'}]
+491799834298,"[{'place_id': 'ChIJ-QxEwV5OqEcRmvijfn9uHY0'}, {'place_id': 'ChIJF-e_uV5OqEcRnIN4zvoBCIA'}, {'place_id': 'ChIJBXdENqMapEcRRhl6JHPWO-A'}]"
+4917684833309,[{'place_id': 'ChIJz51-1vBOqEcRc_xSIfUjoh4'}]
+4917620937509,[]
+491725412634,[]
+493028429881,[{'place_id': 'ChIJvRq-0FtOqEcRdPMufKKeQ-w'}]
+4915735108747,[]
